,Province/State,Country/Region,Lat,Long,Date,cases
6095,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-14,70
6096,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-14,0
6097,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-15,70
6098,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-15,0
6099,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-16,70
6100,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-16,0
6101,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-17,70
6102,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-17,0
6103,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-18,70
6104,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-18,0
6105,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-19,70
6106,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-19,0
6107,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-02,66
6108,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-02,0
6109,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-20,70
6110,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-20,0
6111,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-21,70
6112,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-21,0
6113,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-22,70
6114,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-22,0
6115,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-23,70
6116,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-23,0
6117,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-24,70
6118,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-24,0
6119,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-25,70
6120,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-25,0
6121,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-26,70
6122,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-26,0
6123,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-27,70
6124,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-27,0
6125,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-28,70
6126,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-28,0
6127,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-29,70
6128,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-29,0
6129,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-03,66
6130,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-03,0
6131,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-30,70
6132,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-30,0
6133,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-31,70
6134,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-31,0
6135,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-04,66
6136,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-04,0
6137,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-05,66
6138,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-05,0
6139,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-06,69
6140,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-06,0
6141,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-07,69
6142,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-07,0
6143,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-08,69
6144,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-08,0
6145,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-10-09,70
6146,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-10-09,0
6147,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-01,70
6148,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-01,0
6149,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-10,70
6150,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-10,0
6151,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-11,70
6152,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-11,0
6153,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-12,70
6154,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-12,0
6155,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-13,70
6156,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-13,0
6157,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-14,70
6158,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-14,0
6159,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-15,70
6160,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-15,0
6161,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-16,70
6162,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-16,0
6163,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-17,70
6164,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-17,0
6165,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-18,70
6166,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-18,0
6167,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-19,70
6168,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-19,0
6169,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-02,70
6170,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-02,0
6171,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-20,70
6172,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-20,0
6173,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-21,70
6174,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-21,0
6175,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-22,70
6176,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-22,0
6177,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-23,70
6178,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-23,0
6179,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-24,70
6180,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-24,0
6181,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-25,70
6182,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-25,0
6183,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-26,70
6184,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-26,0
6185,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-27,70
6186,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-27,0
6187,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-28,70
6188,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-28,0
6189,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-29,70
6190,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-29,0
6191,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-03,70
6192,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-03,0
6193,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-30,70
6194,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-30,0
6195,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-04,70
6196,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-04,0
6197,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-05,70
6198,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-05,0
6199,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-06,70
6200,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-06,0
6201,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-07,70
6202,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-07,0
6203,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-08,70
6204,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-08,0
6205,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-11-09,70
6206,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-11-09,0
6207,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-01,71
6208,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-01,0
6209,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-10,72
6210,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-10,0
6211,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-11,72
6212,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-11,0
6213,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-12,72
6214,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-12,0
6215,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-13,72
6216,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-13,0
6217,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-14,72
6218,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-14,0
6219,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-15,72
6220,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-15,0
6221,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-16,72
6222,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-16,0
6223,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-17,73
6224,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-17,0
6225,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-18,73
6226,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-18,0
6227,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-19,74
6228,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-19,0
6229,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-02,71
6230,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-02,0
6231,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-20,74
6232,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-20,0
6233,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-21,74
6234,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-21,0
6235,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-22,74
6236,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-22,0
6237,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-23,74
6238,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-23,0
6239,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-24,74
6240,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-24,0
6241,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-25,74
6242,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-25,0
6243,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-26,74
6244,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-26,0
6245,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-27,74
6246,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-27,0
6247,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-28,74
6248,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-28,0
6249,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-29,74
6250,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-29,0
6251,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-03,71
6252,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-03,0
6253,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-30,74
6254,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-30,0
6255,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-31,74
6256,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-31,0
6257,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-04,71
6258,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-04,0
6259,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-05,71
6260,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-05,0
6261,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-06,71
6262,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-06,0
6263,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-07,71
6264,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-07,0
6265,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-08,71
6266,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-08,0
6267,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-12-09,71
6268,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-12-09,0
6269,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-01,0
6270,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-01,95
6271,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-01,0
6272,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-10,0
6273,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-10,95
6274,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-10,0
6275,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-11,0
6276,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-11,95
6277,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-11,0
6278,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-12,0
6279,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-12,95
6280,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-12,0
6281,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-13,0
6282,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-13,95
6283,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-13,0
6284,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-14,0
6285,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-14,95
6286,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-14,0
6287,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-15,0
6288,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-15,95
6289,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-15,0
6290,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-16,0
6291,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-16,95
6292,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-16,0
6293,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-17,0
6294,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-17,95
6295,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-17,0
6296,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-18,0
6297,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-18,95
6298,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-18,0
6299,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-19,0
6300,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-19,95
6301,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-19,0
6302,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-02,0
6303,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-02,95
6304,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-02,0
6305,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-20,0
6306,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-20,95
6307,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-20,0
6308,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-21,0
6309,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-21,95
6310,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-21,0
6311,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-22,0
6312,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-22,95
6313,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-22,0
6314,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-23,0
6315,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-23,95
6316,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-23,0
6317,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-24,0
6318,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-24,95
6319,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-24,0
6320,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-25,0
6321,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-25,95
6322,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-25,0
6323,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-26,0
6324,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-26,131
6325,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-26,0
6326,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-27,0
6327,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-27,131
6328,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-27,0
6329,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-28,0
6330,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-28,131
6331,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-28,0
6332,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-29,0
6333,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-03,0
6334,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-03,95
6335,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-03,0
6336,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-04,0
6337,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-04,95
6338,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-04,0
6339,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-05,0
6340,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-05,95
6341,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-05,0
6342,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-06,0
6343,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-06,95
6344,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-06,0
6345,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-07,0
6346,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-07,95
6347,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-07,0
6348,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-08,0
6349,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-08,95
6350,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-08,0
6351,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-09,0
6352,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-02-09,95
6353,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-02-09,0
6354,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-01,0
6355,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-01,131
6356,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-01,0
6357,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-10,0
6358,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-10,131
6359,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-10,0
6360,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-11,0
6361,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-11,131
6362,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-11,0
6363,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-12,0
6364,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-12,131
6365,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-12,0
6366,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-13,0
6367,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-13,131
6368,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-13,0
6369,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-14,0
6370,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-14,131
6371,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-14,0
6372,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-15,0
6373,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-15,131
6374,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-15,0
6375,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-16,0
6376,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-16,131
6377,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-16,0
6378,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-17,0
6379,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-17,131
6380,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-17,0
6381,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-18,0
6382,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-18,131
6383,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-18,0
6384,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-19,0
6385,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-19,131
6386,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-19,0
6387,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-02,0
6388,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-02,131
6389,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-02,0
6390,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-20,0
6391,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-20,131
6392,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-20,0
6393,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-21,0
6394,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-21,131
6395,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-21,0
6396,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-22,0
6397,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-22,131
6398,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-22,0
6399,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-23,0
6400,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-23,131
6401,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-23,0
6402,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-24,0
6403,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-24,131
6404,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-24,0
6405,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-25,0
6406,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-25,131
6407,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-25,0
6408,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-26,0
6409,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-26,131
6410,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-26,0
6411,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-27,0
6412,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-27,131
6413,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-27,0
6414,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-28,0
6415,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-28,131
6416,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-28,0
6417,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-29,0
6418,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-29,131
6419,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-29,0
6420,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-03,0
6421,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-03,131
6422,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-03,0
6423,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-30,0
6424,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-30,131
6425,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-30,0
6426,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-31,0
6427,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-31,131
6428,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-31,0
6429,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-04,0
6430,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-04,131
6431,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-04,0
6432,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-05,0
6433,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-05,131
6434,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-05,0
6435,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-06,0
6436,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-06,131
6437,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-06,0
6438,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-07,0
6439,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-07,131
6440,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-07,0
6441,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-08,0
6442,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-08,131
6443,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-08,0
6444,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-09,0
6445,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-03-09,131
6446,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-03-09,0
6447,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-01,0
6448,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-04-01,131
6449,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-04-01,0
6450,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-10,0
6451,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-04-10,159
6452,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-04-10,0
6453,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-11,2
6454,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-04-11,159
6455,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-04-11,0
6456,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-12,2
6457,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-04-12,159
6458,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-04-12,0
6459,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-13,2
6460,British Virgin Islands,United Kingdom,18.4207,-64.64,2021-04-13,159
6461,British Virgin Islands,United Kingdom,18.4207,-64.64,2022-04-13,0
